Sitename: Willow Creek Wisconsin USA
Location: Latitude: 45.9059  Longitude: -90.0799  Elevation (masl): 515
Principal investigator: Ankur Desai
Ecosystem type: DBF Deciduous Broadleaf Forest
File creation date: 11MAY2011
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2005,-1,12.93750,12,2230,-9999,-3.577,-9999,-9999,-9999,-9999,-1.11,-9999,-6999,-9999,-6999,1.668,1.026,0,1.184,5,0,100,93.601,393.225,0,29.233,30.964,-1.537,0,0,-6999,-6999,0,298.256,299.793,4.857,0.542,0,393.235,29.6,-6999,-9999,-6999,-6999
2005,-1,12.95833,12,2300,-9999,-3.811,-9999,-9999,-9999,-9999,-0.675,-9999,-6999,-9999,-6999,1.71,1.092,0,1.25,5,0,100,93.627,392.275,0,29.258,30.965,-1.605,0,0,-6999,-6999,0.066,297.214,298.754,4.769,0.565,0,392.242,29.6,-6999,-9999,-6999,-6999
2005,-1,12.97917,12,2330,-9999,-4.174,-9999,-9999,-9999,-9999,-0.748,-9999,-6999,-9999,-6999,1.71,1.012,0,1.173,5,0,100,93.656,391.099,0,29.283,30.965,-1.672,0,0,-6999,-6999,0.025,295.582,297.23,4.591,0.538,0,391.183,29.6,-6999,-9999,-6999,-6999
2005,-1,13.00000,13,000,-9999,-4.614,-9999,-9999,-9999,-9999,-0.998,-9999,-6999,-9999,-6999,1.71,1.078,0,1.237,5,0,100,93.679,389.615,0,29.309,30.966,-1.638,0,0,-6999,-6999,0.012,293.818,295.444,4.461,0.56,0,389.634,29.6,-6999,-9999,-6999,-6999
2005,-1,13.02083,13,030,-9999,-4.999,-9999,-9999,-9999,-9999,-0.649,-9999,-6999,-9999,-6999,1.96,0.874,0,1.038,5,0,100,93.689,388.881,0,29.334,30.966,-1.638,0.001,0,-6999,-6999,0.023,292.16,293.776,4.352,0.493,0,388.711,29.6,-6999,-9999,-6999,-6999
2005,-1,13.04167,13,100,-9999,-5.193,-9999,-9999,-9999,-9999,-0.56,-9999,-6999,-9999,-6999,2.919,0.685,0,0.849,5,0,100,93.722,387.935,0,29.36,30.968,-1.58,0.002,0,-6999,-6999,0.06,291.475,292.996,4.329,0.436,0,387.911,29.6,-6999,-9999,-6999,-6999
2005,-1,13.06250,13,130,-9999,-5.315,-9999,-9999,-9999,-9999,-0.221,-9999,-6999,-9999,-6999,3.378,0.784,0,0.943,5,0,100,93.723,387.559,0,29.386,30.967,-2.036,0,0,-6999,-6999,0.149,290.081,291.969,4.113,0.463,0,387.698,29.6,-6999,-9999,-6999,-6999
2005,-1,13.08333,13,200,-9999,-5.465,-9999,-9999,-9999,-9999,-0.424,-9999,-6999,-9999,-6999,3.128,1.067,0,1.225,5,0,100,93.742,387.063,0,29.412,30.968,-2.193,0,0,-6999,-6999,0.229,289.193,291.158,4.001,0.556,0,387.046,29.6,-6999,-9999,-6999,-6999
2005,-1,13.10417,13,230,-9999,-5.588,-9999,-9999,-9999,-9999,-0.316,-9999,-6999,-9999,-6999,2.836,1.092,0,1.248,5,0,100,93.819,386.531,0,29.439,30.968,-2.076,0,0,-6999,-6999,0.261,288.967,290.783,4.011,0.564,0,386.576,29.6,-6999,-9999,-6999,-6999
2005,-1,13.12500,13,300,-9999,-5.739,-9999,-9999,-9999,-9999,0.255,-9999,-6999,-9999,-6999,2.586,1.143,0,1.304,5,0,100,93.851,386.926,0,29.465,30.969,-1.933,0,0,-6999,-6999,0.212,288.501,290.223,3.989,0.585,0,386.878,29.6,-6999,-9999,-6999,-6999
2005,-1,13.14583,13,330,-9999,-5.903,-9999,-9999,-9999,-9999,-0.014,-9999,-6999,-9999,-6999,2.46,1.051,0,1.212,5,0,100,93.91,386.861,0,29.49,30.969,-1.848,0,0,-6999,-6999,0.17,287.973,289.653,3.948,0.551,0,386.855,29.6,-6999,-9999,-6999,-6999
2005,-1,13.16667,13,400,-9999,-6.256,-9999,-9999,-9999,-9999,-0.378,-9999,-6999,-9999,-6999,2.294,1.118,0,1.28,5,0,100,93.895,386.339,0,29.517,30.969,-1.892,0,0,-6999,-6999,0.118,286.359,288.135,3.801,0.576,0,386.317,29.6,-6999,-9999,-6999,-6999
2005,-1,13.18750,13,430,-9999,-6.477,-9999,-9999,-9999,-9999,-0.381,-9999,-6999,-9999,-6999,2.252,1.027,0,1.191,5,0,100,93.949,385.832,0,29.544,30.969,-2.045,0,0,-6999,-6999,0.208,285.356,287.194,3.746,0.544,0,385.787,29.6,-6999,-9999,-6999,-6999
2005,-1,13.20833,13,500,-9999,-6.6,-9999,-9999,-9999,-9999,-0.223,-9999,-6999,-9999,-6999,2.127,1.084,0,1.243,5,0,100,93.99,385.344,0,29.569,30.969,-1.966,0,0,-6999,-6999,0.197,284.881,286.651,3.699,0.562,0,385.546,29.6,-6999,-9999,-6999,-6999
2005,-1,13.22917,13,530,-9999,-6.835,-9999,-9999,-9999,-9999,-0.447,-9999,-6999,-9999,-6999,2.127,1.009,0,1.173,5,0,100,93.978,384.919,0,29.596,30.97,-2.202,0,0,-6999,-6999,0.241,283.543,285.505,3.553,0.538,0,384.868,29.6,-6999,-9999,-6999,-6999
2005,-1,13.25000,13,600,-9999,-6.989,-9999,-9999,-9999,-9999,-0.375,-9999,-6999,-9999,-6999,2.127,1.071,0,1.232,5,0,100,93.989,384.219,0,29.622,30.971,-2.172,0,0,-6999,-6999,0.3,282.934,284.807,3.529,0.559,0,384.285,29.6,-6999,-9999,-6999,-6999
2005,-1,13.27083,13,630,-9999,-7.015,-9999,-9999,-9999,-9999,0.05,-9999,-6999,-9999,-6999,2.127,1.001,0,1.157,5,0,100,94.123,384.335,0,29.648,30.971,-2.087,0,0,-6999,-6999,0.301,282.883,284.671,3.526,0.532,0,384.225,29.6,-6999,-9999,-6999,-6999
2005,-1,13.29167,13,700,-9999,-7.042,-9999,-9999,-9999,-9999,-0.094,-9999,-6999,-9999,-6999,2.127,1.051,0,1.215,5,0,100,94.167,384.143,0,29.673,30.971,-2.165,0.001,0,-6999,-6999,0.359,282.614,284.421,3.493,0.553,0,384.26,29.6,-6999,-9999,-6999,-6999
2005,-1,13.31250,13,730,-9999,-7.068,-9999,-9999,-9999,-9999,-0.368,-9999,-6999,-9999,-6999,2.127,0.983,0,1.156,5,0,100,94.19,383.513,0,29.7,30.971,-0.456,1.189,2.389,-6999,-6999,1.045,282.543,284.344,3.471,0.532,0,383.797,29.6,-6999,-9999,-6999,-6999
2005,-1,13.33333,13,800,-9999,-7.149,-9999,-9999,-9999,-9999,0.092,-9999,-6999,-9999,-6999,2.127,1.037,0,1.21,5,0,100,94.258,383.853,0,29.725,30.971,5.154,11.66,9.56,-6999,-6999,2.857,282.684,284.233,3.499,0.551,-0.319,383.749,29.6,-6999,-9999,-6999,-6999
2005,-1,13.35417,13,830,-9999,-7.607,-9999,-9999,-9999,-9999,0.219,-9999,-6999,-9999,-6999,2.377,0.839,0,1.009,5,0,100,94.355,384.074,0,29.749,30.972,35.1,57.612,49.336,-6999,-6999,13.118,281.537,282.655,3.337,0.483,-0.319,384.118,29.6,-6999,-9999,-6999,-6999
2005,-1,13.37500,13,900,-9999,-8.815,-9999,-9999,-9999,-9999,-0.513,-9999,-6999,-9999,-6999,3.253,0.669,0,0.836,5,0,100,94.403,383.383,0,29.774,30.972,64.505,139.654,87.291,-6999,-6999,22.263,275.992,276.515,2.861,0.432,-0.319,383.455,29.6,-6999,-9999,-6999,-6999
2005,-1,13.39583,13,930,-9999,-10.008,-9999,-9999,-9999,-9999,0.185,-9999,-6999,-9999,-6999,3.586,0.766,0,0.939,5,0,100,94.466,383.688,0,29.797,30.972,78.136,181.707,106.405,-6999,-6999,27.387,272.573,273.455,2.598,0.462,-0.319,383.601,29.6,-6999,-9999,-6999,-6999
2005,-1,13.41667,13,1000,-9999,-11.863,-9999,-9999,-9999,-9999,0.434,-9999,-6999,-9999,-6999,3.294,1.013,0,1.192,5,0,100,94.464,384.292,0,29.821,30.972,123.956,246.267,161.288,-6999,-6999,36.746,265.643,266.23,2.23,0.544,-0.319,384.125,29.6,-6999,-9999,-6999,-6999
2005,-1,13.43750,13,1030,-9999,-12.472,-9999,-9999,-9999,-9999,0.254,-9999,-6999,-9999,-6999,3.044,0.993,0,1.186,5,0,100,94.484,384.614,0,29.843,30.974,188.541,357.617,237.048,-6999,-6999,48.808,264.521,264.221,2.106,0.542,-0.319,384.647,29.6,-6999,-9999,-6999,-6999
2005,-1,13.45833,13,1100,-9999,-12.08,-9999,-9999,-9999,-9999,0.055,-9999,-6999,-9999,-6999,2.794,1.072,0,1.265,5,0,100,94.469,384.798,0,29.866,30.975,328.984,618.38,404.753,-6999,-6999,76.861,268.41,267.319,2.076,0.571,-0.319,384.587,29.6,-6999,-9999,-6999,-6999
2005,-1,13.47917,13,1130,-9999,-12.217,-9999,-9999,-9999,-9999,-0.103,-9999,-6999,-9999,-6999,2.627,1.005,0,1.196,5,0,100,94.468,384.668,0,29.889,30.975,346.662,693.124,427.797,-6999,-6999,81.404,266.508,266.24,1.825,0.546,-0.319,384.617,29.6,-6999,-9999,-6999,-6999
2005,-1,13.50000,13,1200,-9999,-12.098,-9999,-9999,-9999,-9999,0.006,-9999,-6999,-9999,-6999,2.419,1.037,0,1.239,5,0,97.907,94.477,384.639,0.006,29.911,30.975,337.097,701.697,422.03,-6999,-6999,84.776,266.677,266.836,1.786,0.561,-0.319,384.604,29.6,-6999,-9999,-6999,-6999
2005,-1,13.52083,13,1230,-9999,-12.084,-9999,-9999,-9999,-9999,0.145,-9999,-6999,-9999,-6999,2.377,0.955,0,1.151,5,0,96.758,94.464,384.761,0.008,29.933,30.975,312.403,698.471,394.653,-6999,-6999,81.984,266.751,267.018,1.726,0.53,-0.319,384.776,29.6,-6999,-9999,-6999,-6999
2005,-1,13.54167,13,1300,-9999,-12.7,-9999,-9999,-9999,-9999,0.087,-9999,-6999,-9999,-6999,2.378,0.998,0,1.194,5,0,89.254,94.509,384.907,0.025,29.954,30.976,272.897,648.744,349.138,-6999,-6999,75.634,263.079,263.686,1.556,0.545,-0.319,384.886,29.6,-6999,-9999,-6999,-6999
2005,-1,13.56250,13,1330,-9999,-13.072,-9999,-9999,-9999,-9999,-0.157,-9999,-6999,-9999,-6999,2.378,0.939,0,1.138,5,0,84.381,94.585,384.512,0.036,29.974,30.976,240.869,620.771,308.457,-6999,-6999,67.489,261.199,261.299,1.399,0.525,-0.319,384.685,29.6,-6999,-9999,-6999,-6999
2005,-1,13.58333,13,1400,-9999,-13.671,-9999,-9999,-9999,-9999,-0.189,-9999,-6999,-9999,-6999,2.378,0.992,0,1.196,5,0,79.785,94.642,384.376,0.044,29.994,30.976,182.044,539.117,239.328,-6999,-6999,58.014,258.387,257.657,1.28,0.546,-0.319,384.421,29.6,-6999,-9999,-6999,-6999
2005,-1,13.60417,13,1430,-9999,-14.791,-9999,-9999,-9999,-9999,0.013,-9999,-6999,-9999,-6999,2.378,0.923,0,1.131,5,0,70.951,94.727,384.438,0.057,30.013,30.977,124.405,433.407,172.534,-6999,-6999,48.687,252.667,252.109,1.076,0.523,-0.319,384.585,29.6,-6999,-9999,-6999,-6999
2005,-1,13.62500,13,1500,-9999,-14.988,-9999,-9999,-9999,-9999,0.246,-9999,-6999,-9999,-6999,2.503,1.003,0,1.225,5,0,76.628,94.787,384.874,0.045,30.031,30.976,81.779,302.77,120.265,-6999,-6999,39.85,251.086,249.722,1.165,0.556,-0.319,384.729,29.6,-6999,-9999,-6999,-6999
2005,-1,13.64583,13,1530,-9999,-15.908,-9999,-9999,-9999,-9999,0.034,-9999,-6999,-9999,-6999,2.628,0.957,0,1.173,5,0,76.264,94.826,384.835,0.043,30.049,30.976,44.652,192.494,74.51,-6999,-6999,30.39,245.655,245.124,1.032,0.538,-0.319,384.873,29.6,-6999,-9999,-6999,-6999
2005,-1,13.66667,13,1600,-9999,-16.783,-9999,-9999,-9999,-9999,-0.186,-9999,-6999,-9999,-6999,2.67,1.016,0,1.243,5,0,76.053,94.901,384.558,0.04,30.066,30.977,9.403,71.731,25.228,-6999,-6999,15.259,240.222,240.788,1.004,0.563,-0.319,384.567,29.6,-6999,-9999,-6999,-6999
2005,-1,13.68750,13,1630,-9999,-17.951,-9999,-9999,-9999,-9999,-0.083,-9999,-6999,-9999,-6999,2.962,0.937,0,1.156,5,0,82.537,94.979,384.372,0.027,30.08,30.976,-5.08,10.023,0,-6999,-6999,1.925,233.328,236.484,0.946,0.532,-0.319,384.438,29.6,-6999,-9999,-6999,-6999
2005,-1,13.70833,13,1700,-9999,-18.981,-9999,-9999,-9999,-9999,-0.364,-9999,-6999,-9999,-6999,3.421,0.858,0,1.094,5,0,81.59,95.045,383.969,0.026,30.097,30.978,-7.044,0.026,0,-6999,-6999,1.276,226.916,232.686,0.87,0.511,0,383.932,29.6,-6999,-9999,-6999,-6999
2005,-1,13.72917,13,1730,-9999,-19.557,-9999,-9999,-9999,-9999,0.004,-9999,-6999,-9999,-6999,3.921,0.768,0,1.013,5,0,87.201,95.122,383.929,0.017,30.112,30.978,-9.061,0,0,-6999,-6999,1.337,222.616,230.341,0.881,0.484,0,384.027,29.6,-6999,-9999,-6999,-6999
2005,-1,13.75000,13,1800,-9999,-20.354,-9999,-9999,-9999,-9999,-0.129,-9999,-6999,-9999,-6999,4.005,0.957,0,1.202,5,0,86.933,95.182,383.81,0.016,30.126,30.978,-12.548,0,0,-6999,-6999,1.182,216.431,227.798,0.802,0.548,0,383.773,29.6,-6999,-9999,-6999,-6999
2005,-1,13.77083,13,1830,-9999,-20.944,-9999,-9999,-9999,-9999,-0.193,-9999,-6999,-9999,-6999,3.921,0.961,0,1.212,5,0,87.149,95.269,383.46,0.015,30.137,30.979,-17.199,0,0,-6999,-6999,1.304,209.57,225.466,0.769,0.551,0,383.601,29.6,-6999,-9999,-6999,-6999
2005,-1,13.79167,13,1900,-9999,-21.688,-9999,-9999,-9999,-9999,-0.311,-9999,-6999,-9999,-6999,3.88,1.033,0,1.292,5,0,87.158,95.305,383.08,0.014,30.148,30.979,-21.323,0,0,-6999,-6999,1.125,202.901,223.1,0.726,0.581,0,383.021,29.6,-6999,-9999,-6999,-6999
2005,-1,13.81250,13,1930,-9999,-22.255,-9999,-9999,-9999,-9999,-0.307,-9999,-6999,-9999,-6999,3.88,0.965,0,1.222,5,0,87.573,95.368,382.59,0.013,30.157,30.979,-27.205,0,0,-6999,-6999,1.117,195.123,221.211,0.688,0.555,0,382.676,29.6,-6999,-9999,-6999,-6999
2005,-1,13.83333,13,2000,-9999,-22.71,-9999,-9999,-9999,-9999,-0.301,-9999,-6999,-9999,-6999,3.88,1.018,0,1.289,5,0,87.624,95.38,382.353,0.013,30.166,30.979,-34.052,0,0,-6999,-6999,1.202,186.438,219.288,0.669,0.58,0,382.327,29.6,-6999,-9999,-6999,-6999
2005,-1,13.85417,13,2030,-9999,-23.016,-9999,-9999,-9999,-9999,-0.063,-9999,-6999,-9999,-6999,3.88,0.937,0,1.217,5,0,89.18,95.487,382.281,0.011,30.172,30.979,-41.607,0,0,-6999,-6999,1.212,177.809,218.206,0.66,0.553,0,382.045,29.6,-6999,-9999,-6999,-6999
2005,-1,13.87500,13,2100,-9999,-23.371,-9999,-9999,-9999,-9999,-0.038,-9999,-6999,-9999,-6999,3.88,0.997,0,1.276,5,0,91.474,95.516,382.095,0.008,30.175,30.979,-48.45,0,0,-6999,-6999,1.237,169.588,216.801,0.655,0.575,0,382.156,29.6,-6999,-9999,-6999,-6999
2005,-1,13.89583,13,2130,-9999,-23.692,-9999,-9999,-9999,-9999,-0.197,-9999,-6999,-9999,-6999,3.881,0.901,0,1.198,5,0,92.06,95.556,381.887,0.008,30.177,30.98,-55.292,0,0,-6999,-6999,1.147,161.732,215.878,0.639,0.546,0,381.844,29.6,-6999,-9999,-6999,-6999
2005,-1,13.91667,13,2200,-9999,-24.004,-9999,-9999,-9999,-9999,0.048,-9999,-6999,-9999,-6999,3.881,0.933,0,1.242,5,0,93.911,95.639,381.976,0.006,30.177,30.981,-60.18,0,0,-6999,-6999,1.16,155.596,214.617,0.632,0.562,0,381.951,29.6,-6999,-9999,-6999,-6999
2005,-1,13.93750,13,2230,-9999,-24.343,-9999,-9999,-9999,-9999,0.121,-9999,-6999,-9999,-6999,3.881,0.844,0,1.156,5,0,95.527,95.698,382.118,0.004,30.174,30.982,-63.526,0,0,-6999,-6999,1.256,150.985,213.256,0.623,0.532,0,382.014,29.6,-6999,-9999,-6999,-6999
2005,-1,13.95833,13,2300,-9999,-24.596,-9999,-9999,-9999,-9999,-0.07,-9999,-6999,-9999,-6999,3.882,0.869,0,1.184,5,0,96.728,95.764,382.076,0.003,30.168,30.982,-65.123,0,0,-6999,-6999,1.177,148.383,212.329,0.614,0.541,0,382.108,29.6,-6999,-9999,-6999,-6999
2005,-1,13.97917,13,2330,-9999,-24.928,-9999,-9999,-9999,-9999,-0.232,-9999,-6999,-9999,-6999,3.882,0.776,0,1.111,5,0,98.556,95.789,381.673,0.002,30.161,30.982,-66.535,0,0,-6999,-6999,1.255,145.992,211.274,0.607,0.516,0,381.838,29.6,-6999,-9999,-6999,-6999
2005,-1,14.00000,14,000,-9999,-25.174,-9999,-9999,-9999,-9999,-0.187,-9999,-6999,-9999,-6999,3.882,0.815,0,1.173,5,0,99.994,95.821,381.387,0.001,30.15,30.984,-68.444,0,0,-6999,-6999,1.224,143.154,210.375,0.6,0.538,0,381.671,29.6,-6999,-9999,-6999,-6999
2005,-1,14.02083,14,030,-9999,-25.396,-9999,-9999,-9999,-9999,0.057,-9999,-6999,-9999,-6999,4.09,0.672,0,1.036,5,0,100,95.851,381.781,0,30.137,30.985,-69.192,0,0,-6999,-6999,1.186,141.726,209.733,0.594,0.494,0,381.655,29.6,-6999,-9999,-6999,-6999
2005,-1,14.04167,14,100,-9999,-25.636,-9999,-9999,-9999,-9999,-0.02,-9999,-6999,-9999,-6999,4.591,0.555,0,0.921,5,0,100,95.926,381.489,0,30.12,30.983,-69.268,0,0,-6999,-6999,1.13,140.785,208.923,0.587,0.46,0,381.602,29.6,-6999,-9999,-6999,-6999
2005,-1,14.06250,14,130,-9999,-25.882,-9999,-9999,-9999,-9999,0.003,-9999,-6999,-9999,-6999,4.883,0.545,0,0.917,5,0,100,95.994,381.543,0,30.102,30.984,-68.947,0,0,-6999,-6999,1.16,140.376,208.164,0.581,0.459,0,381.512,29.6,-6999,-9999,-6999,-6999
2005,-1,14.08333,14,200,-9999,-26.131,-9999,-9999,-9999,-9999,0.088,-9999,-6999,-9999,-6999,4.758,0.718,0,1.104,5,0,100,96.016,381.483,0,30.081,30.984,-68.202,0,0,-6999,-6999,1.196,140.192,207.199,0.575,0.516,0,381.298,29.6,-6999,-9999,-6999,-6999
2005,-1,14.10417,14,230,-9999,-26.354,-9999,-9999,-9999,-9999,-0.019,-9999,-6999,-9999,-6999,4.633,0.693,0,1.099,5,0,100,96.037,381.685,0,30.058,30.984,-68.204,0,0,-6999,-6999,1.1,139.353,206.457,0.57,0.514,0,381.49,29.6,-6999,-9999,-6999,-6999
2005,-1,14.12500,14,300,-9999,-26.619,-9999,-9999,-9999,-9999,0.192,-9999,-6999,-9999,-6999,4.383,0.773,0,1.185,5,0,100,96.089,381.85,0,30.031,30.984,-67.746,0,0,-6999,-6999,1.184,138.871,205.434,0.562,0.543,0,381.908,29.6,-6999,-9999,-6999,-6999
2005,-1,14.14583,14,330,-9999,-26.825,-9999,-9999,-9999,-9999,0.001,-9999,-6999,-9999,-6999,4.341,0.679,0,1.108,5,0,100,96.099,381.816,0,30.003,30.983,-66.896,0,0,-6999,-6999,1.14,138.962,204.72,0.556,0.517,0,381.896,29.6,-6999,-9999,-6999,-6999
2005,-1,14.16667,14,400,-9999,-27.006,-9999,-9999,-9999,-9999,0.104,-9999,-6999,-9999,-6999,4.133,0.717,0,1.155,5,0,100,96.124,382.025,0,29.973,30.982,-66.107,0,0,-6999,-6999,1.089,139.201,204.22,0.549,0.532,0,381.981,29.6,-6999,-9999,-6999,-6999
2005,-1,14.18750,14,430,-9999,-27.187,-9999,-9999,-9999,-9999,0.088,-9999,-6999,-9999,-6999,4.134,0.655,0,1.096,5,0,100,96.142,382.132,0,29.939,30.982,-65.554,0,0,-6999,-6999,1.082,139.33,203.803,0.54,0.513,0,382.048,29.6,-6999,-9999,-6999,-6999
2005,-1,14.20833,14,500,-9999,-27.359,-9999,-9999,-9999,-9999,0.077,-9999,-6999,-9999,-6999,4.134,0.675,0,1.137,5,0,100,96.227,382.236,0,29.902,30.982,-65.326,0,0,-6999,-6999,1.044,138.899,203.181,0.529,0.526,0,382.18,29.6,-6999,-9999,-6999,-6999
2005,-1,14.22917,14,530,-9999,-27.6,-9999,-9999,-9999,-9999,0.044,-9999,-6999,-9999,-6999,4.134,0.603,0,1.067,5,0,100,96.268,382.287,0,29.863,30.982,-64.998,0,0,-6999,-6999,1.108,138.423,202.313,0.516,0.504,0,382.299,29.6,-6999,-9999,-6999,-6999
2005,-1,14.25000,14,600,-9999,-27.804,-9999,-9999,-9999,-9999,0.002,-9999,-6999,-9999,-6999,4.134,0.641,0,1.111,5,0,100,96.334,382.282,0,29.821,30.982,-63.798,0,0,-6999,-6999,1.202,138.799,201.395,0.504,0.518,0,382.249,29.6,-6999,-9999,-6999,-6999
2005,-1,14.27083,14,630,-9999,-28.007,-9999,-9999,-9999,-9999,-0.02,-9999,-6999,-9999,-6999,4.134,0.555,0,1.031,5,0,100,96.394,382.274,0,29.776,30.981,-61.875,0,0,-6999,-6999,1.199,139.87,200.547,0.495,0.493,0,382.2,29.6,-6999,-9999,-6999,-6999
2005,-1,14.29167,14,700,-9999,-28.194,-9999,-9999,-9999,-9999,0.037,-9999,-6999,-9999,-6999,4.092,0.605,0,1.095,5,0,100,96.436,382.185,0,29.727,30.98,-60.345,0.13,0,-6999,-6999,1.478,140.994,199.863,0.486,0.513,0,382.291,29.6,-6999,-9999,-6999,-6999
2005,-1,14.31250,14,730,-9999,-28.386,-9999,-9999,-9999,-9999,0.013,-9999,-6999,-9999,-6999,4.134,0.514,0,1.013,5,0,100,96.453,382.219,0,29.676,30.98,-32.116,15.028,33.818,-6999,-6999,8.844,141.862,198.952,0.474,0.487,0,382.233,29.6,-6999,-9999,-6999,-6999
2005,-1,14.33333,14,800,-9999,-28.293,-9999,-9999,-9999,-9999,0.074,-9999,-6999,-9999,-6999,4.009,0.566,0,1.065,5,0,100,96.476,382.429,0,29.622,30.979,18.857,76.901,94.16,-6999,-6999,18.216,142.341,199.428,0.471,0.503,-0.313,382.43,29.6,-6999,-9999,-6999,-6999
2005,-1,14.35417,14,830,-9999,-27.698,-9999,-9999,-9999,-9999,0.122,-9999,-6999,-9999,-6999,4.176,0.44,0,0.948,5,0,100,96.518,382.517,0,29.563,30.977,55.025,196.924,141.172,-6999,-6999,25.697,141.574,202.024,0.492,0.467,-0.313,382.509,29.6,-6999,-9999,-6999,-6999
2005,-1,14.37500,14,900,-9999,-26.814,-9999,-9999,-9999,-9999,-0.364,-9999,-6999,-9999,-6999,4.469,0.328,0,0.839,5,0,100,96.556,382.09,0,29.502,30.979,87.518,326.4,187.08,-6999,-6999,33.78,140.242,206.024,0.522,0.437,-0.313,382.123,29.6,-6999,-9999,-6999,-6999
2005,-1,14.39583,14,930,-9999,-25.937,-9999,-9999,-9999,-9999,0.095,-9999,-6999,-9999,-6999,4.594,0.286,0,0.805,5,0,100,96.594,382.213,0,29.437,30.977,135.657,439.73,252.934,-6999,-6999,45.458,138.662,210.482,0.548,0.428,-0.313,382.122,29.6,-6999,-9999,-6999,-6999
2005,-1,14.41667,14,1000,-9999,-24.812,-9999,-9999,-9999,-9999,0.001,-9999,-6999,-9999,-6999,4.26,0.451,0,0.974,5,0,96.4,96.636,382.24,0.003,29.368,30.976,196.133,546.884,331.675,-6999,-6999,57.38,137.815,215.977,0.571,0.475,-0.313,382.129,29.6,-6999,-9999,-6999,-6999
2005,-1,14.43750,14,1030,-9999,-23.627,-9999,-9999,-9999,-9999,-0.276,-9999,-6999,-9999,-6999,3.884,0.409,0,0.948,5,0,88.298,96.661,381.9,0.011,29.298,30.975,233.206,636.937,384.27,-6999,-6999,68.514,138.943,221.494,0.582,0.468,-0.313,381.852,29.6,-6999,-9999,-6999,-6999
2005,-1,14.45833,14,1100,-9999,-22.722,-9999,-9999,-9999,-9999,-0.105,-9999,-6999,-9999,-6999,3.467,0.444,0,0.986,5,0,81.227,96.669,381.664,0.019,29.225,30.973,256.719,705.467,420.511,-6999,-6999,78.574,140.825,226.043,0.589,0.479,-0.313,381.713,29.6,-6999,-9999,-6999,-6999
2005,-1,14.47917,14,1130,-9999,-22.137,-9999,2.154,-9999,-9999,-0.29,-9999,-6999,-9999,-6999,3.216,0.334,0,0.889,5,0,75.949,96.643,381.33,0.026,29.149,30.972,272.971,749.294,446.225,-6999,-6999,86.549,142.13,228.836,0.584,0.451,-0.313,381.351,29.6,-6999,-9999,-6999,-6999
2005,0,14.50000,14,1200,0.376,-21.573,262.075,2.272,0.948,0.967,-0.019,181.327,-6999,-13.894,-6999,2.966,0.381,0,0.938,5,0,71.153,96.638,381.233,0.032,29.072,30.971,266.07,764.89,443.693,-6999,-6999,89.654,143.261,231.231,0.583,0.465,-0.313,381.316,29.6,-6999,-9999,-6999,-6999
2005,0,14.52083,14,1230,0.694,-20.85,265.96,2.919,1.903,1.816,0.087,174.906,-6999,3.378,-6999,2.882,0.312,0,0.872,5,0,66.854,96.619,381.501,0.039,28.993,30.971,222.761,754.484,398.8,-6999,-6999,86.325,144.262,233.977,0.588,0.446,-0.313,381.411,29.6,-6999,-9999,-6999,-6999
2005,0,14.54167,14,1300,0.815,-20.512,275.537,3.027,0.795,0.745,0.051,162.685,-6999,1.442,-6999,2.882,0.346,0,0.915,5,0,61.144,96.594,381.579,0.047,28.914,30.969,168.137,715.801,338.523,-6999,-6999,80.211,144.106,234.282,0.564,0.458,-0.313,381.456,29.6,-6999,-9999,-6999,-6999
2005,0,14.56250,14,1330,0.782,-20.031,265.128,3.43,2.571,2.681,-0.11,174.706,-6999,4.627,-6999,2.757,0.277,0,0.857,5,0,58.678,96.574,381.445,0.052,28.835,30.969,120.237,651.427,282.33,-6999,-6999,71.26,143.997,234.83,0.571,0.442,-0.313,381.153,29.6,-6999,-9999,-6999,-6999
